#,Module,คำถาม (ลูกค้าแจ้ง),คำตอบ (มาตรฐาน)
739,ห้องพยาบาล,สรุปชาร์ทไม่ได้คับ Carl+ Alt + F5 ก็ไม่ได้คับ,แสดง error อะไรไหมมคะลงข้อมูลที่หน้าการทำงานส่วนไหนไม่ได้ค่ะ รบกวนขอรีโมทเครื่องที่มีฐานข้อมูลค่ะ
740,ห้องพยาบาล,รบกวนดูให้หน่อยค่ะ เมนุ review order ไม่ขึ้น,หมายถึงReview treatment ไหมคะ
741,ห้องพยาบาล,รบกวนพี่ Neo ลบรายการ Chest film ให้เหลือรายการเดียวค่ะ ผู้ป่วย Chest film ครั้งเดียว แต่ขึ้นเป็น 2 ครั้งค่ะ,รายการโอนเข้ามา 2 ครั้งนะคะ ส่วนนี้จะต้องเป็นผู้ที่มีสิทธิลบสามารถลบได้นะคะ ทางทีมไม่สามารถลบได้ค่ะ
742,ห้องพยาบาล,ช่วยแก้ไข้labให้เป็รวันนี้ได้ไหมค่ะ เผลอรับออเดอร์ไปแล้วค่ะ,เป็นรายการสั่ง Lab ล่วงหน้าไปวันที่ 26/11 นะคะ
743,ห้องพยาบาล,จะแก้ชื่อผู้ตวรจสอบทำยังไงค่ะ,กดเข้าในปุ่มแว่นขยายแล้วลบรายการที่ต้องการแก้ไขแล้วเซ็นใหม่ได้เลยค่ะ
744,ห้องพยาบาล,ปริ้นส์เอกสารและสติ๊กเกอร์ไม่ได้นะคะ,จากการตรวจสอบพบว่าเครื่องอื่นสามารถใช้งานได้ตามปกติ จึงคาดว่าอาจไม่ใช่ปัญหาจากตัวระบบค่ะ
745,ห้องพยาบาล,อาจารย์คะ ถ้าจะลบข้อมูล AN นี้ คือ ลบตรงนี่ได้เลยใช่ไม๊คะ,ยกเลิก admit สามารถยกเลิกส่วนนี้ได้เลยนะคะ แล้วยกเลิกที่ hosxp อีกครั้งค่ะ
746,ห้องพยาบาล,นางรองลบให้ทีจ้ะ เอกสารพยาบาลที่ 1,เอกสารเชื่อมมาจากฟอร์มปรอทค่ะพี่อีส เลยลบไม่ได้ค่ะ
747,ห้องพยาบาล,เราสามารถนำปุ่มเพิ่มลด จำนวนออกจากฟอร์มได้ไหมคะ,ส่วนนี้จะไม่สามารถนำออกได้นะคะ
748,ห้องพยาบาล,สวัสดีค่ะ รบกวนลบออเดอร์ให้หน่อยค่ะ,หากยังไม่รับออเดอร์สามารถยกเลิกคำสั่งแพทย์ได้เลยค่ะ
749,ห้องพยาบาล,ขออนุญาตสอบถามนะคะพอดีว่ากดส่งคำสั่งเเพทย์ order กลับบ้านไปผิดวันเเต่set วันไว้เเล้ววันที่29/11/67 แต่กดส่งวันนี้ ถ้ากดยกเลิกคำสั่งแพทย์มันจะorder หายไหมคะพี่ หรือไม่ต้องทำอะไรพอถึงวันที่29/11/68 ค่อยกดส่งใหม่,หากกดยกเลิกคำสั่งแพทย์ ใบออเดอร์จะหายค่ะ ใบออเดอร์เป็นวันที่ 29/11 แล้วนะคะ วันที่ 29/11 เจ้าหน้าที่ค่อยรับออเดอร์ค่ะ
